"X","id","collection","dc.contributor.author..","dc.date.accessioned","dc.date.accessioned..","dc.date.available","dc.date.available..","dc.date.issued..","dc.description.abstract.en_US.","dc.description.provenance.en.","dc.identifier.citation.en_US.","dc.identifier.uri","dc.identifier.uri..","dc.language.iso.en_US.","dc.publisher.en_US.","dc.title.en_US.","dc.type.en_US.","unigrams","bigrams","trigrams"
31,"11754d45-5f7c-4613-a716-b0148c990de1","1/2392","Hamilton, Eric||Harding, Nancy||Chaves, Gina||Chaves, Wendy","2020-01-09T02:14:31Z","2020-01-08T21:07:35Z","2020-01-09T02:14:31Z","2020-01-08T21:07:35Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:31Z (GMT). No. of bitstreams: 1
1154-1158.pdf: 191970 bytes, checksum: 0a60f4dc7faa4fd9230311c4f0e869a9 (MD5)
  Previous issue date: 2011-06","Hamilton, E., Harding, N., Chaves, G., & Chaves, W. (2011). Creativity of Teachers and Peer-Student-Tutors through Video Media at the Intersection of Content and Cognition. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1154-1158). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2425","https://doi.dx.org/10.22318/cscl2011.1154","en","International Society of the Learning Sciences","Creativity of Teachers and Peer-Student-Tutors through Video Media at the Intersection of Content and Cognition","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
32,"f378aeb9-9da5-44e6-814c-bd49a491cf87","1/2392","Ku, Yiu Yee||Tse, Andrew Chung Yee||Chan, Keung Kai||Cheng, Kenneth||Lau, Alison||Poon, Tung Keung","2020-01-09T02:14:31Z","2020-01-08T21:07:36Z","2020-01-09T02:14:31Z","2020-01-08T21:07:36Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:31Z (GMT). No. of bitstreams: 1
1159-1161.pdf: 126821 bytes, checksum: 9eba60d6cc020a24b4db0dc1ed3b3f57 (MD5)
  Previous issue date: 2011-06","Ku, Y. Y., Tse, A. C., Chan, K. K., Cheng, K., Lau, A., & Poon, T. K. (2011). ICT for educational pedagogical innovations and learner diversity. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1159-1161). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2426","https://doi.dx.org/10.22318/cscl2011.1159","en","International Society of the Learning Sciences","ICT for educational pedagogical innovations and learner diversity","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
33,"aaf93026-8ca9-43bd-b92a-88099e147dc2","1/2392","De-Groot, Reuma||Schwarz, Baruch||Wegerif, Rupert||Yang, Yang||Harrer, Andreas||Kynigos, Chronis||McLaren, Bruce||Mavrikis, Manolis","2020-01-09T02:14:32Z","2020-01-08T21:07:36Z","2020-01-09T02:14:32Z","2020-01-08T21:07:36Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:32Z (GMT). No. of bitstreams: 1
1162-1163.pdf: 98636 bytes, checksum: 207ea4987534bf40eb171f40fe266d76 (MD5)
  Previous issue date: 2011-06","De-Groot, R., Schwarz, B., Wegerif, R., Yang, Y., Harrer, A., Kynigos, C., McLaren, B., & Mavrikis, M. (2011). Designing visual tools to scaffold the process of learning how to learn together. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1162-1163). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2427","https://doi.dx.org/10.22318/cscl2011.1162","en","International Society of the Learning Sciences","Designing visual tools to scaffold the process of learning how to learn together","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
34,"fcff0edc-65e3-4745-98c6-8b0159a783d8","1/2392","Law, Nancy||Lee, Yeung||Kwok, S. M.||Lam, Bonnie||Ho, K. C.","2020-01-09T02:14:32Z","2020-01-08T21:07:36Z","2020-01-09T02:14:32Z","2020-01-08T21:07:36Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:32Z (GMT). No. of bitstreams: 1
1164-1165.pdf: 144377 bytes, checksum: c839abb8c4c95a80561d69c0b2e65979 (MD5)
  Previous issue date: 2011-06","Law, N., Lee, Y., Kwok, S. M., Lam, B., & Ho, K. C. (2011). Teacher as co-designer in developing technology that supports Liberal Studies learning. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1164-1165). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2428","https://doi.dx.org/10.22318/cscl2011.1164","en","International Society of the Learning Sciences","Teacher as co-designer in developing technology that supports Liberal Studies learning","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
35,"442b6e05-1ff8-40e3-9d1e-82b28f3b02da","1/2392","Cho, Kwangsu||Im, Jungtaek||Lee, Namseok||Shin, Ho-Chul","2020-01-09T02:14:32Z","2020-01-08T21:07:36Z","2020-01-09T02:14:32Z","2020-01-08T21:07:36Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:32Z (GMT). No. of bitstreams: 1
1166-1167.pdf: 105832 bytes, checksum: be5630a9a6864e10f9b26e8b8428f0fe (MD5)
  Previous issue date: 2011-06","Cho, K., Im, J., Lee, N., & Shin, H. (2011). Accelerating Learning to Write with Reciprocal Peer Review. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1166-1167). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2429","https://doi.dx.org/10.22318/cscl2011.1166","en","International Society of the Learning Sciences","Accelerating Learning to Write with Reciprocal Peer Review","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
36,"8b30ef8e-2162-4ff2-bd6c-866bb5052bf7","1/2392","Jing, Leng||Yuen, Johnny||Wong,||Law, Nancy||Zhang, Yonghe||Allaire, Stephane||Perreault, Christian||Laferriere, Therese||Teplovs, Christopher","2020-01-09T02:14:32Z","2020-01-08T21:07:37Z","2020-01-09T02:14:32Z","2020-01-08T21:07:37Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:32Z (GMT). No. of bitstreams: 1
1168-1169.pdf: 134119 bytes, checksum: bc3f0b1e92b41edc9f18b1fb0d941d8b (MD5)
  Previous issue date: 2011-06","Jing, L., Yuen, J., , Law, N., Zhang, Y., Allaire, S., Perreault, C., Laferriere, T., & Teplovs, C. (2011). Automated Data Analysis to Support Teacher’s Knowledge Building Practice. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1168-1169). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2430","https://doi.dx.org/10.22318/cscl2011.1168","en","International Society of the Learning Sciences","Automated Data Analysis to Support Teacher’s Knowledge Building Practice","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
37,"8086c324-bc6d-4503-9e6a-043fe186ed8c","1/2392","Molinari, Gaelle||Bodemer, Daniel||Kapur, Manu||Rummel, Nikol||Weinberger, Armin","2020-01-09T02:14:33Z","2020-01-08T21:07:37Z","2020-01-09T02:14:33Z","2020-01-08T21:07:37Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:33Z (GMT). No. of bitstreams: 1
1170-1174.pdf: 176688 bytes, checksum: 578a359edc5bb50c3267d9f710628208 (MD5)
  Previous issue date: 2011-06","Molinari, G., Bodemer, D., Kapur, M., Rummel, N., & Weinberger, A. (2011). Design and Technologies for Supporting Collaborative Learning with Multiple Representations. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1170-1174). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2431","https://doi.dx.org/10.22318/cscl2011.1170","en","International Society of the Learning Sciences","Design and Technologies for Supporting Collaborative Learning with Multiple Representations","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
38,"2436a534-172b-4a24-a74d-9ccce612c666","1/2392","Ha, Henry||Yip, Jane||Chu, Ka Tim||Lit, Shirley||Chow, Chi Kin","2020-01-09T02:14:33Z","2020-01-08T21:07:38Z","2020-01-09T02:14:33Z","2020-01-08T21:07:38Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:33Z (GMT). No. of bitstreams: 1
1175-1177.pdf: 162720 bytes, checksum: cb5e3cff23d25dd0a0de0bbe49168dc0 (MD5)
  Previous issue date: 2011-06","Ha, H., Yip, J., Chu, K. T., Lit, S., & Chow, C. K. (2011). Action research on the effectiveness of partnership collaboration in ICT language projects. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1175-1177). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2432","https://doi.dx.org/10.22318/cscl2011.1175","en","International Society of the Learning Sciences","Action research on the effectiveness of partnership collaboration in ICT language projects","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
39,"ba2b5b30-7a0f-453f-b071-1e103ca3dfe4","1/2392","Laferriere, Therese||Perreault, Christian||Boutin, Pier-Ann||Law, Nancy||Yuen, Johnny||Montané, Mireia||Lopez, Oscar Hernandez||Boluda, Pere||Blancafort, Marta","2020-01-09T02:14:33Z","2020-01-08T21:07:38Z","2020-01-09T02:14:33Z","2020-01-08T21:07:38Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:33Z (GMT). No. of bitstreams: 1
1178-1182.pdf: 205960 bytes, checksum: c6f0e6db692200a95bad78e4cf427557 (MD5)
  Previous issue date: 2011-06","Laferrière, T., Perreault, C., Boutin, P., Law, N., Yuen, J., Montané, M., Lopez, O. H., Boluda, P., & Blancafort, M. (2011). Knowledge Building International Project : Designs for Deep Understanding. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1178-1182). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2433","https://doi.dx.org/10.22318/cscl2011.1178","en","International Society of the Learning Sciences","Knowledge Building International Project : Designs for Deep Understanding","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
40,"bd0b3723-a8e1-4b49-b959-a6136dcb23eb","1/2392","Ljubojevic, Dejan||Craft, Brock||Laurillard, Diana","2020-01-09T02:14:33Z","2020-01-08T21:07:38Z","2020-01-09T02:14:33Z","2020-01-08T21:07:38Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:33Z (GMT). No. of bitstreams: 1
1183-1184.pdf: 118996 bytes, checksum: 34040fae3f7979ba30e307e51f036902 (MD5)
  Previous issue date: 2011-06","Ljubojevic, D., Craft, B., & Laurillard, D. (2011). Supporting innovative teaching and responding to change with an intelligent collaborative design environment. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1183-1184). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2434","https://doi.dx.org/10.22318/cscl2011.1183","en","International Society of the Learning Sciences","Supporting innovative teaching and responding to change with an intelligent collaborative design environment","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
41,"66ec36c8-58e1-4e68-bfa3-6d93fde8e31b","1/2392","Kwok, Ching Yin||Lau, Siu Fan||Choi, Yin Wai Yvonne||Chan, Lok Sze","2020-01-09T02:14:34Z","2020-01-08T21:07:39Z","2020-01-09T02:14:34Z","2020-01-08T21:07:39Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:34Z (GMT). No. of bitstreams: 1
1185-1187.pdf: 250365 bytes, checksum: 7e93598e985dd8ccdc421a0f9c085663 (MD5)
  Previous issue date: 2011-06","Kwok, C. Y., Lau, S. F., Choi, Y. W., & Chan, L. S. (2011). School Network for Enhancing Student Information Literacy Across the Curriculum. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1185-1187). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2435","https://doi.dx.org/10.22318/cscl2011.1185","en","International Society of the Learning Sciences","School Network for Enhancing Student Information Literacy Across the Curriculum","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
42,"d373eff7-0a2f-4840-abaf-4560b005e273","1/2392","Quellmalz, Edys S.||Buckley, Barbara","2020-01-09T02:14:34Z","2020-01-08T21:07:39Z","2020-01-09T02:14:34Z","2020-01-08T21:07:39Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:34Z (GMT). No. of bitstreams: 1
1188-1190.pdf: 515925 bytes, checksum: 0a1c147638625015d31c316996209d15 (MD5)
  Previous issue date: 2011-06","Quellmalz, E. S. & Buckley, B. (2011). SimScientists: Using Science Simulations to Promote Model-Based Learning and Assessment. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume III — Community Events and Proceedings (pp. 1188-1190). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2436","https://doi.dx.org/10.22318/cscl2011.1188","en","International Society of the Learning Sciences","SimScientists: Using Science Simulations to Promote Model-Based Learning and Assessment","Interactive Events, Demonstrations and CSCL in Practice Showcases","","",""
43,"91d2e74a-c45b-4e27-923b-e57ffeb41a70","1/2392","El-Refai, Walid||Kollar, Ingo||Fischer, Frank","2020-01-09T02:14:34Z","2020-01-08T21:05:54Z","2020-01-09T02:14:34Z","2020-01-08T21:05:54Z","2011-06","Web design skills are an important component of media literacy. The aim of our study was to promote university students' web design skills through online design-based learning (DBL). Combined in a 2x2-factorial design, two types of scaffolding were implemented in an online DBL environment to support the students through their effort to design, build, modify, and publish web sites on processes and outcomes measures, namely collaboration scripts and incomplete concept maps. The results showed that both treatments had positive effects on domain-specific knowledge acquisition and on content-related discourse quality and collaboration skills in a subsequent discussion. There was synergism between the two scaffolds in that the combination of the collaboration script and incomplete concept maps produced the most positive results. To be effective, online DBL thus needs to be enhanced by appropriate scaffolds, and both collaboration scripts and incomplete concept maps are effective examples.","Made available in DSpace on 2020-01-09T02:14:34Z (GMT). No. of bitstreams: 1
120-127.pdf: 958045 bytes, checksum: 392ba510a207f2cbec44613413b3e3b2 (MD5)
  Previous issue date: 2011-06","El-Refai, W., Kollar, I., & Fischer, F. (2011). Facilitating Web Design Skills through Online Design-Based Learning: The Case of Collaboration Scripts and Incomplete Concept Maps. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume I — Long Papers (pp. 120-127). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2437","https://doi.dx.org/10.22318/cscl2011.120","en","International Society of the Learning Sciences","Facilitating Web Design Skills through Online Design-Based Learning: The Case of Collaboration Scripts and Incomplete Concept Maps","Long Papers","web,design,skill,important,component,medium,literacy,aim,study,promote,university,student,web,design,skill,online,design-based,learning,dbl,combined,2x2-factorial,design,two,type,scaffolding,implemented,online,dbl,environment,support,student,effort,design,build,modify,publish,web,site,process,outcome,measure,namely,collaboration,script,incomplete,concept,map,result,showed,treatment,positive,effect,domain-specific,knowledge,acquisition,content-related,discourse,quality,collaboration,skill,subsequent,discussion,synergism,two,scaffold,combination,collaboration,script,incomplete,concept,map,produced,positive,result,effective,online,dbl,thus,need,enhanced,appropriate,scaffold,collaboration,script,incomplete,concept,map,effective,example","web design,design skill,skill important,important component,component medium,medium literacy,literacy aim,aim study,study promote,promote university,university student,student web,web design,design skill,skill online,online design-based,design-based learning,learning dbl,dbl combined,combined 2x2-factorial,2x2-factorial design,design two,two type,type scaffolding,scaffolding implemented,implemented online,online dbl,dbl environment,environment support,support student,student effort,effort design,design build,build modify,modify publish,publish web,web site,site process,process outcome,outcome measure,measure namely,namely collaboration,collaboration script,script incomplete,incomplete concept,concept map,map result,result showed,showed treatment,treatment positive,positive effect,effect domain-specific,domain-specific knowledge,knowledge acquisition,acquisition content-related,content-related discourse,discourse quality,quality collaboration,collaboration skill,skill subsequent,subsequent discussion,discussion synergism,synergism two,two scaffold,scaffold combination,combination collaboration,collaboration script,script incomplete,incomplete concept,concept map,map produced,produced positive,positive result,result effective,effective online,online dbl,dbl thus,thus need,need enhanced,enhanced appropriate,appropriate scaffold,scaffold collaboration,collaboration script,script incomplete,incomplete concept,concept map,map effective,effective example","web design skill,design skill important,skill important component,important component medium,component medium literacy,medium literacy aim,literacy aim study,aim study promote,study promote university,promote university student,university student web,student web design,web design skill,design skill online,skill online design-based,online design-based learning,design-based learning dbl,learning dbl combined,dbl combined 2x2-factorial,combined 2x2-factorial design,2x2-factorial design two,design two type,two type scaffolding,type scaffolding implemented,scaffolding implemented online,implemented online dbl,online dbl environment,dbl environment support,environment support student,support student effort,student effort design,effort design build,design build modify,build modify publish,modify publish web,publish web site,web site process,site process outcome,process outcome measure,outcome measure namely,measure namely collaboration,namely collaboration script,collaboration script incomplete,script incomplete concept,incomplete concept map,concept map result,map result showed,result showed treatment,showed treatment positive,treatment positive effect,positive effect domain-specific,effect domain-specific knowledge,domain-specific knowledge acquisition,knowledge acquisition content-related,acquisition content-related discourse,content-related discourse quality,discourse quality collaboration,quality collaboration skill,collaboration skill subsequent,skill subsequent discussion,subsequent discussion synergism,discussion synergism two,synergism two scaffold,two scaffold combination,scaffold combination collaboration,combination collaboration script,collaboration script incomplete,script incomplete concept,incomplete concept map,concept map produced,map produced positive,produced positive result,positive result effective,result effective online,effective online dbl,online dbl thus,dbl thus need,thus need enhanced,need enhanced appropriate,enhanced appropriate scaffold,appropriate scaffold collaboration,scaffold collaboration script,collaboration script incomplete,script incomplete concept,incomplete concept map,concept map effective,map effective example"
44,"3a563461-db4f-4380-8dc6-dec4bba2cd08","1/2392","Aditomo, Anindito||Calvo, Rafael||Reimann, Peter","2020-01-09T02:14:35Z","2020-01-08T21:05:55Z","2020-01-09T02:14:35Z","2020-01-08T21:05:55Z","2011-06","Students' perceptions of technology-supported collaborative writing (CW) and peer reviewing are important because these perceptions affect adoption decisions, initial engagement, and continued reliance on collaboration/peer feedback as a learning resource. This paper describes and demonstrates the utility of the Repertory Grid Technique to probe such perceptions. Combining interviews and written surveys, this study uncovered constructs that engineering students' use to think about CW/peer-reviewing, and interesting patterns of relations among those constructs. For instance, while students perceived activities that involve the construction of personal arguments (such as CW) to be exciting and effective for learning, they also judged such activities to be time-consuming and stressful. This study also found interesting differences in the construct systems of high- and low-performing students.","Made available in DSpace on 2020-01-09T02:14:35Z (GMT). No. of bitstreams: 1
128-135.pdf: 487012 bytes, checksum: 0268598ce81d60736c8ec99235c956dc (MD5)
  Previous issue date: 2011-06","Aditomo, A., Calvo, R., & Reimann, P. (2011). Collaborative writing: too much of a good thing? Exploring engineering students’ perceptions using the Repertory Grid. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume I — Long Papers (pp. 128-135). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2438","https://doi.dx.org/10.22318/cscl2011.128","en","International Society of the Learning Sciences","Collaborative writing: too much of a good thing? Exploring engineering students’ perceptions using the Repertory Grid","Long Papers","student,perception,technology-supported,collaborative,writing,cw,peer,reviewing,important,perception,affect,adoption,decision,initial,engagement,continued,reliance,collaboration/peer,feedback,learning,resource,paper,describes,demonstrates,utility,repertory,grid,technique,probe,perception,combining,interview,written,survey,study,uncovered,construct,engineering,student,use,think,cw/peer-reviewing,interesting,pattern,relation,among,construct,instance,student,perceived,activity,involve,construction,personal,argument,cw,exciting,effective,learning,also,judged,activity,time-consuming,stressful,study,also,found,interesting,difference,construct,system,high-,low-performing,student","student perception,perception technology-supported,technology-supported collaborative,collaborative writing,writing cw,cw peer,peer reviewing,reviewing important,important perception,perception affect,affect adoption,adoption decision,decision initial,initial engagement,engagement continued,continued reliance,reliance collaboration/peer,collaboration/peer feedback,feedback learning,learning resource,resource paper,paper describes,describes demonstrates,demonstrates utility,utility repertory,repertory grid,grid technique,technique probe,probe perception,perception combining,combining interview,interview written,written survey,survey study,study uncovered,uncovered construct,construct engineering,engineering student,student use,use think,think cw/peer-reviewing,cw/peer-reviewing interesting,interesting pattern,pattern relation,relation among,among construct,construct instance,instance student,student perceived,perceived activity,activity involve,involve construction,construction personal,personal argument,argument cw,cw exciting,exciting effective,effective learning,learning also,also judged,judged activity,activity time-consuming,time-consuming stressful,stressful study,study also,also found,found interesting,interesting difference,difference construct,construct system,system high-,high- low-performing,low-performing student","student perception technology-supported,perception technology-supported collaborative,technology-supported collaborative writing,collaborative writing cw,writing cw peer,cw peer reviewing,peer reviewing important,reviewing important perception,important perception affect,perception affect adoption,affect adoption decision,adoption decision initial,decision initial engagement,initial engagement continued,engagement continued reliance,continued reliance collaboration/peer,reliance collaboration/peer feedback,collaboration/peer feedback learning,feedback learning resource,learning resource paper,resource paper describes,paper describes demonstrates,describes demonstrates utility,demonstrates utility repertory,utility repertory grid,repertory grid technique,grid technique probe,technique probe perception,probe perception combining,perception combining interview,combining interview written,interview written survey,written survey study,survey study uncovered,study uncovered construct,uncovered construct engineering,construct engineering student,engineering student use,student use think,use think cw/peer-reviewing,think cw/peer-reviewing interesting,cw/peer-reviewing interesting pattern,interesting pattern relation,pattern relation among,relation among construct,among construct instance,construct instance student,instance student perceived,student perceived activity,perceived activity involve,activity involve construction,involve construction personal,construction personal argument,personal argument cw,argument cw exciting,cw exciting effective,exciting effective learning,effective learning also,learning also judged,also judged activity,judged activity time-consuming,activity time-consuming stressful,time-consuming stressful study,stressful study also,study also found,also found interesting,found interesting difference,interesting difference construct,difference construct system,construct system high-,system high- low-performing,high- low-performing student"
45,"601b72f6-76d9-4bea-bd5e-44731314dc7e","1/2392","Wake, Jo Dugstad||Guribye, Frode||Wasson, Barbara","2020-01-09T02:14:35Z","2020-01-08T21:05:56Z","2020-01-09T02:14:35Z","2020-01-08T21:05:56Z","2011-06","This paper describes a study aimed at gaining insight into the interactional accomplishment of collaborative game play. Mobile, location-based games are commonly believed to hold great potential for creating novel and immersive learning experiences, but little have been done to unravel the practical details of how such games are actually played. To address this issue, a mobile, location-based game for teaching and learning history have been designed, deployed and the participants' activities were video taped. The focus of the study is how the participants make use of the resources available in the game space and how these resources, including the historical narrative, feature in the participants' practical accomplishment of the game.","Made available in DSpace on 2020-01-09T02:14:35Z (GMT). No. of bitstreams: 1
136-143.pdf: 493159 bytes, checksum: d2581857b7b891f147d27d586bd41d0c (MD5)
  Previous issue date: 2011-06","Wake, J. D., Guribye, F., & Wasson, B. (2011). The Interactional Organisation of Location-based Gaming. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume I — Long Papers (pp. 136-143). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2439","https://doi.dx.org/10.22318/cscl2011.136","en","International Society of the Learning Sciences","The Interactional Organisation of Location-based Gaming","Long Papers","paper,describes,study,aimed,gaining,insight,interactional,accomplishment,collaborative,game,play,mobile,location-based,game,commonly,believed,hold,great,potential,creating,novel,immersive,learning,experience,little,done,unravel,practical,detail,game,actually,played,address,issue,mobile,location-based,game,teaching,learning,history,designed,deployed,participant,activity,video,taped,focus,study,participant,make,use,resource,available,game,space,resource,including,historical,narrative,feature,participant,practical,accomplishment,game","paper describes,describes study,study aimed,aimed gaining,gaining insight,insight interactional,interactional accomplishment,accomplishment collaborative,collaborative game,game play,play mobile,mobile location-based,location-based game,game commonly,commonly believed,believed hold,hold great,great potential,potential creating,creating novel,novel immersive,immersive learning,learning experience,experience little,little done,done unravel,unravel practical,practical detail,detail game,game actually,actually played,played address,address issue,issue mobile,mobile location-based,location-based game,game teaching,teaching learning,learning history,history designed,designed deployed,deployed participant,participant activity,activity video,video taped,taped focus,focus study,study participant,participant make,make use,use resource,resource available,available game,game space,space resource,resource including,including historical,historical narrative,narrative feature,feature participant,participant practical,practical accomplishment,accomplishment game","paper describes study,describes study aimed,study aimed gaining,aimed gaining insight,gaining insight interactional,insight interactional accomplishment,interactional accomplishment collaborative,accomplishment collaborative game,collaborative game play,game play mobile,play mobile location-based,mobile location-based game,location-based game commonly,game commonly believed,commonly believed hold,believed hold great,hold great potential,great potential creating,potential creating novel,creating novel immersive,novel immersive learning,immersive learning experience,learning experience little,experience little done,little done unravel,done unravel practical,unravel practical detail,practical detail game,detail game actually,game actually played,actually played address,played address issue,address issue mobile,issue mobile location-based,mobile location-based game,location-based game teaching,game teaching learning,teaching learning history,learning history designed,history designed deployed,designed deployed participant,deployed participant activity,participant activity video,activity video taped,video taped focus,taped focus study,focus study participant,study participant make,participant make use,make use resource,use resource available,resource available game,available game space,game space resource,space resource including,resource including historical,including historical narrative,historical narrative feature,narrative feature participant,feature participant practical,participant practical accomplishment,practical accomplishment game"
